case_id,controller,transition_index,source,terminal_theta1_rad,terminal_theta2_rad,target_theta1_rad,target_theta2_rad,corrected_foot_x_m,corrected_target_foot_x_m,landing_residual_actual_minus_target_m,landing_residual_abs_m,legacy_foot_x_recomputed_m,legacy_foot_x_archived_m,legacy_x_recompute_error_m,corrected_foot_y_m
raised_1.28_r2,continuous,1,learned_archived_terminal_state,1.1522050443300305,0.5238680586663121,1.0786134777324956,0.5532693728822025,0.45238499465162835,0.49895081266253793,-0.04656581801090959,0.04656581801090959,0.47239432216549027,0.47239432216549027,0.0,0.05952469669010646
raised_1.28_r2,continuous,2,learned_archived_terminal_state,1.056294761330849,0.4810914209210044,1.0786134777324956,0.5532693728822025,0.47896592289103657,0.49895081266253793,-0.01998488977150137,0.01998488977150137,0.4974758022962073,0.4974758022962073,0.0,0.027148473619309776
raised_1.28_r2,continuous,3,learned_archived_terminal_state,1.1027000875356632,0.48148784103974906,1.0786134777324956,0.5532693728822025,0.45781933393165597,0.49895081266253793,-0.041131478730881965,0.041131478730881965,0.47634326878722655,0.47634326878722655,0.0,0.03864182284048512
raised_1.28_r2,discrete,1,learned_archived_terminal_state,1.1353346807946763,0.4947128758216,1.0786134777324956,0.5532693728822025,0.44814159912794305,0.49895081266253793,-0.05080921353459489,0.05080921353459489,0.4671327579839718,0.4671327579839718,0.0,0.049047348039608696
raised_1.28_r2,discrete,2,learned_archived_terminal_state,1.0912156965640585,0.4712939829207654,1.0786134777324956,0.5532693728822025,0.4587861663220367,0.49895081266253793,-0.04016464634050121,0.04016464634050121,0.47694774952364677,0.47694774952364677,0.0,0.033663100391768896
raised_1.28_r2,discrete,3,learned_archived_terminal_state,1.1460104179183794,0.5508237467238443,1.0786134777324956,0.5532693728822025,0.46646776465965023,0.49895081266253793,-0.032483048002887704,0.032483048002887704,0.4874033372915029,0.4874033372915029,0.0,0.06484010412173241
raised_1.28_r2,passive,1,learned_archived_terminal_state,1.0099475386315677,0.46747764186830837,1.0786134777324956,0.5532693728822025,0.4938784937930109,0.49895081266253793,-0.005072318869527026,0.005072318869527026,0.5119039334948399,0.5119039334948399,0.0,0.011792405383756255
raised_1.28_r2,passive,2,learned_archived_terminal_state,1.1657130787732037,0.5303456462005843,1.0786134777324956,0.5532693728822025,0.4486286062429434,0.49895081266253793,-0.05032220641959456,0.05032220641959456,0.46886186772239574,0.46886186772239574,0.0,0.06390912952908834
raised_1.28_r2,passive,3,learned_archived_terminal_state,1.1484503281285998,0.5112720753597831,1.0786134777324956,0.5532693728822025,0.448905717615012,0.49895081266253793,-0.05004509504752591,0.05004509504752591,0.468477199550565,0.468477199550565,0.0,0.05572856934098047
raised_1.28_r3,continuous,1,learned_archived_terminal_state,1.148059033421453,0.5163061091743743,1.0786134777324956,0.5532693728822025,0.45120039347739954,0.49895081266253793,-0.04775041918513839,0.04775041918513839,0.47094723851376563,0.47094723851376563,0.0,0.05683502395448897
raised_1.28_r3,continuous,2,learned_archived_terminal_state,1.0642308937184566,0.4784076907790892,1.0786134777324956,0.5532693728822025,0.4742133034470327,0.49895081266253793,-0.024737509215505216,0.024737509215505216,0.49262795226844475,0.49262795226844475,0.0,0.02857305998040116
raised_1.28_r3,continuous,3,learned_archived_terminal_state,1.1064643741995883,0.47727775360264446,1.0786134777324956,0.5532693728822025,0.45427066068777966,0.49895081266253793,-0.044680151974758275,0.044680151974758275,0.47264517463800293,0.47264517463800293,0.0,0.038589376370794515
